,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
0,"x: -0.021127760410308838
y: 0.12895268201828003
z: 1.0301674180368536e-08
","x: 0.08396193385124207
y: 0.032231077551841736
z: 0.037971921265125275
","x: 0.19177038967609406
y: 0.012933522462844849
z: 0.03996889293193817
","x: 0.2682885229587555
y: 0.025121301412582397
z: 0.019949648529291153
","x: 0.31813541054725647
y: 0.046811699867248535
z: -5.002949183108285e-05
","x: 0.2825983464717865
y: 0.08783890306949615
z: 0.06585521996021271
","x: 0.3801332712173462
y: 0.06027708947658539
z: 0.04351642355322838
","x: 0.36922016739845276
y: -0.009282186627388
z: 0.033049143850803375
","x: 0.33366698026657104
y: -0.04078914225101471
z: 0.029584567993879318
","x: 0.27163180708885193
y: 0.14791317284107208
z: 0.01749185472726822
","x: 0.37125757336616516
y: 0.08762599527835846
z: -0.03994879499077797
","x: 0.28093913197517395
y: 0.028714284300804138
z: -0.06678920239210129
","x: 0.18759073317050934
y: 0.029905125498771667
z: -0.06571056693792343
","x: 0.2514185607433319
y: 0.2243841141462326
z: -0.03097211942076683
","x: 0.34436413645744324
y: 0.15738101303577423
z: -0.08169969916343689
","x: 0.24716506898403168
y: 0.0948113203048706
z: -0.08257981389760971
","x: 0.1528918743133545
y: 0.09527496993541718
z: -0.06857427209615707
","x: 0.21504774689674377
y: 0.31481391191482544
z: -0.0802108496427536
","x: 0.30531981587409973
y: 0.2483493983745575
z: -0.1019836962223053
","x: 0.2512025237083435
y: 0.17896029353141785
z: -0.0918092355132103
","x: 0.18129482865333557
y: 0.15890824794769287
z: -0.07782338559627533
"
